Year,Season,Location,Crop_Type,Temperature_C,Rainfall_mm,Humidity_pct,Soil_Type,Soil_Moisture_pct,Irrigation_mm,N_Fertilizer,P_Fertilizer,K_Fertilizer,Yield_kg_per_ha
2017,Rabi,Region_West,Rice,12.17,351.4,64.28,Silt,41.48,234.55,127.6,66.87,53.19,1386.81
2022,Zaid,Region_South,Rice,36.4,724.2,65.61,Clay,52.66,0.0,152.28,58.4,59.46,1853.53
2025,Kharif,Region_East,Soybean,31.75,930.28,81.07,Clay,54.08,251.88,151.09,57.97,35.94,107.4
2015,Rabi,Region_North,Soybean,29.42,876.85,36.89,Loam,34.87,355.85,139.65,13.77,47.46,91.04
2014,Zaid,Region_South,Maize,27.59,604.31,72.54,Silt,26.59,233.49,168.4,61.88,66.4,2865.5
2024,Zaid,Region_West,Soybean,30.76,640.43,59.55,Clay,33.17,315.5,123.31,59.75,80.22,102.09
2015,Zaid,Region_South,Maize,30.2,547.48,61.97,Loam,33.94,255.87,176.19,12.01,32.09,4040.81
2024,Kharif,Region_South,Rice,34.67,1093.0,81.32,Loam,41.85,4.33,162.0,54.18,38.25,3447.89
2011,Rabi,Region_Central,Rice,26.25,244.37,50.47,Sandy,57.96,312.15,93.85,45.86,49.08,880.93
2010,Zaid,Region_South,Wheat,33.07,415.54,72.7,Clay,32.94,182.32,151.5,40.19,15.7,1435.4
2016,Kharif,Region_South,Maize,31.11,925.59,77.22,Sandy,45.82,101.29,45.74,38.32,0.0,1452.21
2016,Zaid,Region_East,Rice,26.25,962.95,78.69,Loam,37.24,401.73,168.09,1.91,13.31,2542.04
2019,Zaid,Region_South,Rice,35.84,324.67,80.6,Silt,40.29,340.41,117.15,38.63,34.5,1344.28
2020,Zaid,Region_North,Maize,35.95,987.93,78.58,Clay,44.54,208.16,88.92,55.52,25.52,1375.63
2019,Zaid,Region_West,Wheat,43.46,854.15,80.79,Clay,58.02,276.73,50.1,23.52,23.69,199.31
2023,Zaid,Region_East,Wheat,34.35,954.7,56.79,Loam,43.71,324.06,114.59,38.86,41.02,432.77
2011,Kharif,Region_South,Wheat,33.16,821.74,90.49,Clay,1.28,45.2,168.62,29.83,39.71,446.97
2011,Rabi,Region_North,Wheat,25.39,927.64,52.23,Loam,37.01,128.93,129.71,31.42,24.88,866.45
2010,Rabi,Region_West,Rice,19.52,938.01,75.56,Clay,63.54,136.09,104.16,3.26,7.71,1337.55
2019,Rabi,Region_East,Maize,29.25,941.57,59.79,Clay,57.13,374.65,112.4,53.21,48.16,1103.77
2017,Rabi,Region_North,Maize,22.72,873.22,44.23,Silt,51.86,534.82,173.2,40.39,61.08,1080.36
2024,Kharif,Region_South,Rice,29.04,774.33,61.45,Loam,57.69,388.68,147.95,23.66,27.63,3375.25
2017,Kharif,Region_Central,Rice,29.33,776.11,68.22,Sandy,52.36,317.65,118.34,63.95,32.31,2698.04
2010,Kharif,Region_Central,Rice,29.67,869.05,90.8,Silt,57.4,145.92,157.38,57.13,56.25,2144.01
2021,Zaid,Region_East,Soybean,29.57,1047.62,97.3,Loam,23.24,411.09,151.74,38.66,60.97,86.38
2020,Zaid,Region_North,Maize,33.08,1389.42,68.06,Clay,39.1,245.63,84.44,64.99,30.84,461.19
2017,Zaid,Region_West,Maize,31.52,958.54,49.16,Loam,42.21,148.28,106.15,71.66,37.92,2011.84
2018,Rabi,Region_North,Maize,22.09,913.22,50.41,Loam,40.81,408.39,176.78,21.19,69.5,1603.27
2023,Zaid,Region_Central,Wheat,34.45,1164.63,81.58,Silt,31.34,499.48,147.05,17.7,57.54,307.96
2013,Rabi,Region_East,Rice,23.38,918.94,80.62,Loam,42.19,410.8,190.9,0.0,17.2,2124.73
2010,Zaid,Region_South,Rice,29.23,481.91,60.89,Clay,14.5,656.77,143.96,25.83,5.67,1682.89
2010,Rabi,Region_North,Rice,19.18,580.0,52.39,Sandy,46.8,186.22,91.6,32.25,34.45,1271.13
2012,Zaid,Region_Central,Soybean,32.49,1348.68,84.88,Sandy,29.89,229.67,119.16,7.38,20.68,70.23
2024,Zaid,Region_West,Maize,28.27,585.97,51.58,Clay,7.36,167.9,151.49,23.23,49.35,2151.23
2025,Kharif,Region_East,Rice,25.91,971.04,63.34,Sandy,40.25,166.99,119.65,54.79,54.27,2952.44
2023,Zaid,Region_South,Soybean,27.98,503.39,77.1,Silt,63.22,509.58,122.42,45.27,45.12,82.08
2014,Zaid,Region_North,Rice,33.27,1185.29,39.99,Loam,11.49,133.81,201.4,24.8,23.89,1428.16
2025,Kharif,Region_West,Wheat,35.97,661.95,84.3,Loam,36.35,217.89,110.51,64.79,14.59,1115.14
2014,Rabi,Region_South,Maize,24.74,824.83,100.0,Sandy,15.67,489.11,132.88,13.06,53.22,698.03
2018,Kharif,Region_Central,Soybean,34.43,731.53,71.71,Sandy,43.86,357.93,130.42,50.01,56.58,112.4
2019,Kharif,Region_Central,Rice,29.65,951.46,69.48,Sandy,53.07,147.62,156.53,35.36,62.15,2471.84
2023,Rabi,Region_West,Maize,23.71,851.46,70.66,Silt,27.86,287.89,130.43,41.91,34.2,2298.81
2021,Zaid,Region_Central,Soybean,40.26,1072.99,73.37,Loam,33.65,45.19,125.18,46.01,38.17,112.7
2011,Rabi,Region_East,Maize,27.14,996.58,59.05,Loam,37.77,269.85,200.62,63.94,56.23,1912.37
2011,Zaid,Region_West,Maize,36.69,884.55,53.14,Clay,58.59,311.51,115.91,54.19,40.23,1489.31
2025,Zaid,Region_Central,Wheat,30.68,995.42,64.7,Clay,19.03,321.15,149.33,61.87,28.55,252.09
2015,Rabi,Region_North,Maize,22.97,1010.11,72.3,Silt,33.19,581.62,68.52,19.65,23.22,348.94
2024,Kharif,Region_Central,Soybean,32.03,680.76,55.02,Loam,63.56,411.48,120.09,34.23,54.37,115.55
2018,Rabi,Region_East,Maize,19.97,657.89,49.8,Loam,29.09,124.41,116.15,21.07,34.16,2516.94
2010,Zaid,Region_South,Soybean,20.18,1265.63,63.39,Clay,34.08,316.31,117.12,13.86,29.11,87.99
2018,Rabi,Region_South,Maize,24.98,1011.88,50.0,Clay,42.7,290.2,51.17,58.07,49.0,669.97
2018,Rabi,Region_Central,Rice,27.81,921.32,80.08,Loam,74.91,579.84,105.82,0.84,25.75,1241.81
2025,Zaid,Region_South,Wheat,32.28,559.5,18.38,Silt,23.24,233.8,85.26,28.32,28.44,739.09
2022,Kharif,Region_Central,Rice,27.02,263.53,52.48,Sandy,51.33,319.55,163.46,29.03,40.8,1602.11
2018,Rabi,Region_East,Wheat,21.35,712.2,91.2,Silt,22.18,340.06,85.4,35.75,30.67,618.04
2014,Zaid,Region_South,Soybean,21.86,664.2,66.67,Loam,24.89,139.53,145.13,17.12,68.29,278.52
2022,Zaid,Region_North,Wheat,30.33,706.9,72.76,Sandy,32.3,71.34,147.02,25.26,50.67,1224.68
2024,Rabi,Region_Central,Maize,17.42,1055.86,68.07,Silt,46.97,266.03,96.17,77.3,42.54,1194.98
2018,Kharif,Region_South,Maize,26.5,1258.22,60.59,Silt,31.75,400.02,85.98,34.77,68.09,483.62
2020,Rabi,Region_East,Rice,17.17,1132.84,86.43,Loam,41.99,103.06,108.71,22.33,41.59,1877.41
2013,Kharif,Region_East,Wheat,23.6,618.28,61.42,Clay,29.24,285.03,104.08,44.71,61.64,991.1
2011,Kharif,Region_North,Soybean,24.98,961.45,57.57,Silt,41.22,199.6,80.67,41.51,20.11,120.84
2022,Kharif,Region_East,Soybean,33.16,653.8,79.85,Silt,20.53,9.59,108.17,78.5,27.36,370.88
2015,Kharif,Region_East,Maize,27.45,247.67,41.04,Clay,20.91,334.97,132.48,34.54,20.84,2321.09
2023,Rabi,Region_South,Soybean,17.46,777.06,65.72,Silt,32.3,361.38,72.36,49.74,50.09,103.73
2013,Zaid,Region_Central,Maize,35.77,1178.22,62.22,Silt,49.17,400.56,112.19,16.0,9.1,593.17
2015,Zaid,Region_West,Maize,32.64,699.59,65.44,Clay,42.91,417.48,99.0,25.63,46.35,1943.12
2012,Zaid,Region_East,Maize,20.18,1049.97,62.67,Loam,28.38,285.12,123.73,27.58,30.12,1331.07
2015,Zaid,Region_East,Rice,36.98,600.32,75.63,Loam,23.03,360.07,195.38,10.35,42.61,1549.52
2011,Zaid,Region_West,Rice,32.36,1006.55,86.5,Loam,55.51,328.18,59.39,40.95,39.61,1268.4
2011,Zaid,Region_East,Maize,35.85,726.92,76.89,Sandy,60.45,0.0,115.76,45.03,51.1,2339.74
2022,Rabi,Region_South,Maize,21.87,1257.01,64.95,Loam,47.62,75.03,131.18,42.55,84.72,1681.86
2018,Kharif,Region_South,Maize,38.02,706.0,79.47,Sandy,45.33,188.93,99.61,7.78,80.38,2658.55
2016,Zaid,Region_West,Soybean,30.09,637.28,81.23,Sandy,7.93,307.86,134.72,20.69,56.34,59.87
2012,Rabi,Region_East,Maize,9.82,1241.45,75.41,Sandy,48.9,340.16,61.62,32.11,33.14,229.78
2022,Zaid,Region_East,Maize,27.55,626.95,85.73,Clay,63.83,397.82,106.0,16.66,43.77,1978.57
2020,Zaid,Region_Central,Wheat,34.51,863.85,34.79,Sandy,56.08,401.2,13.28,0.0,32.05,105.8
2010,Kharif,Region_East,Wheat,30.8,629.11,70.4,Sandy,55.27,327.9,110.29,59.16,25.28,741.64
2017,Kharif,Region_South,Wheat,29.39,1077.23,74.62,Clay,15.17,373.83,70.71,70.2,0.94,166.14
2023,Kharif,Region_North,Wheat,25.07,1189.06,47.78,Silt,29.44,529.95,132.53,62.89,35.44,248.05
2015,Zaid,Region_North,Maize,32.09,597.64,73.31,Silt,37.83,361.63,176.56,45.84,45.52,3104.47
2016,Zaid,Region_North,Wheat,31.93,963.9,83.72,Sandy,29.33,294.97,131.03,28.13,52.23,272.9
2018,Zaid,Region_North,Soybean,31.88,991.75,66.64,Loam,22.6,368.73,117.03,83.36,42.26,101.13
2014,Kharif,Region_East,Soybean,32.69,837.86,79.85,Silt,46.29,422.35,99.2,61.43,26.11,127.39
2024,Rabi,Region_East,Wheat,23.91,1257.68,85.34,Loam,54.95,532.42,108.8,23.56,30.03,546.61
2010,Zaid,Region_Central,Rice,30.74,1255.41,90.14,Clay,19.05,135.77,109.4,70.19,58.47,1289.79
2021,Zaid,Region_East,Soybean,26.99,544.21,87.43,Silt,55.57,54.08,120.65,43.31,5.81,399.34
2019,Zaid,Region_North,Soybean,38.8,1162.6,90.48,Clay,43.35,331.1,139.08,66.4,29.81,107.36
2016,Rabi,Region_West,Wheat,32.91,951.98,62.51,Sandy,64.35,83.21,89.28,71.88,40.47,803.9
2024,Zaid,Region_West,Wheat,40.72,873.2,64.15,Silt,51.92,262.62,165.9,26.76,31.8,329.47
2014,Rabi,Region_South,Maize,26.5,730.34,32.9,Sandy,41.95,571.64,111.41,37.31,9.64,815.49
2012,Zaid,Region_South,Soybean,23.62,355.31,54.02,Sandy,42.07,300.52,120.57,44.95,58.7,374.38
2021,Rabi,Region_East,Wheat,14.01,884.91,88.28,Clay,40.03,302.16,171.44,41.85,63.28,313.79
2022,Zaid,Region_West,Wheat,29.26,892.36,60.93,Silt,67.28,239.92,34.86,19.43,20.26,123.97
2018,Kharif,Region_North,Maize,29.73,1398.42,75.96,Silt,49.18,525.76,18.18,42.24,0.0,351.14
2010,Kharif,Region_North,Soybean,29.52,597.76,73.61,Silt,34.48,363.5,135.58,34.15,80.0,103.73
2010,Kharif,Region_North,Wheat,30.97,317.82,88.61,Sandy,48.54,229.8,120.34,34.47,31.69,1212.08
2025,Kharif,Region_East,Maize,23.04,446.25,39.69,Silt,46.99,521.99,179.43,8.51,20.55,3737.09
2010,Zaid,Region_East,Wheat,40.04,1277.37,75.29,Loam,33.66,327.78,75.0,35.34,37.77,309.81
2012,Kharif,Region_Central,Rice,37.53,665.66,75.05,Loam,27.7,237.75,139.42,82.86,46.41,2688.71
2021,Rabi,Region_North,Rice,16.44,1209.15,57.13,Sandy,57.73,0.0,105.61,49.12,27.42,1710.32
2015,Kharif,Region_North,Wheat,20.69,801.88,84.4,Clay,36.06,320.61,157.93,33.67,42.6,228.52
2019,Kharif,Region_East,Soybean,29.55,507.59,49.01,Loam,35.22,232.29,32.59,50.76,37.61,967.97
2020,Kharif,Region_East,Rice,36.31,1400.4,85.97,Clay,48.73,252.79,109.42,68.17,26.25,2110.06
2012,Zaid,Region_Central,Maize,31.84,1195.33,37.66,Silt,32.23,244.36,149.13,25.62,7.34,707.06
2017,Kharif,Region_Central,Wheat,31.3,746.14,56.43,Loam,43.43,25.41,88.22,73.72,66.64,1437.01
2023,Rabi,Region_South,Maize,20.8,1099.04,67.9,Sandy,34.3,684.57,117.82,18.63,51.29,487.31
2023,Kharif,Region_West,Rice,30.73,836.92,73.26,Sandy,1.31,195.93,121.99,32.2,24.64,1306.66
2019,Kharif,Region_North,Soybean,34.72,931.28,41.98,Clay,45.8,400.25,133.45,30.46,48.12,112.08
2011,Kharif,Region_North,Maize,32.06,1328.7,85.64,Sandy,43.93,267.17,76.43,64.35,22.61,355.36
2023,Rabi,Region_Central,Rice,25.88,344.11,81.3,Clay,45.31,0.0,100.61,17.87,39.23,646.88
2018,Kharif,Region_Central,Rice,21.68,692.41,98.55,Clay,8.87,277.77,139.79,61.27,51.87,1667.59
2012,Rabi,Region_South,Rice,33.69,808.76,80.53,Loam,19.74,317.92,149.77,36.31,49.28,1888.71
2014,Rabi,Region_West,Maize,14.74,900.35,58.95,Loam,57.44,218.24,126.9,42.77,31.87,2228.81
2019,Kharif,Region_South,Rice,30.78,425.39,53.93,Sandy,41.11,517.64,106.27,63.71,56.33,2191.98
2017,Rabi,Region_West,Wheat,22.25,1075.08,63.69,Clay,11.6,568.8,123.76,49.64,40.21,374.94
2025,Zaid,Region_North,Rice,31.47,453.81,100.0,Loam,41.27,343.07,153.71,65.55,29.46,1898.42
2011,Kharif,Region_South,Wheat,34.35,425.06,70.71,Silt,16.45,363.49,128.06,60.87,73.51,979.73
2015,Kharif,Region_Central,Soybean,26.46,724.76,71.35,Sandy,31.4,127.12,72.78,92.39,17.52,206.94
2021,Rabi,Region_South,Wheat,20.84,1368.65,90.69,Sandy,43.8,126.56,75.04,63.06,48.0,316.12
2014,Rabi,Region_South,Soybean,17.27,1562.49,52.53,Silt,43.83,201.83,121.47,42.46,68.34,90.51
2022,Kharif,Region_North,Soybean,35.61,946.56,78.08,Silt,55.1,600.02,53.64,41.23,5.96,212.96
2019,Zaid,Region_Central,Wheat,33.33,728.54,77.75,Silt,46.98,217.71,151.69,74.71,72.73,985.41
2018,Rabi,Region_Central,Soybean,26.19,846.89,84.36,Loam,47.92,497.56,82.89,46.43,73.79,96.61
2021,Rabi,Region_East,Wheat,27.06,900.47,82.78,Silt,34.28,191.62,73.75,50.56,30.63,505.08
2014,Zaid,Region_East,Maize,41.96,1239.92,69.12,Sandy,27.24,155.67,187.52,64.4,45.79,931.45
2011,Zaid,Region_East,Soybean,41.08,434.56,49.25,Loam,40.73,224.95,99.55,33.96,25.27,415.91
2025,Kharif,Region_North,Wheat,31.62,1158.34,61.53,Clay,55.3,221.11,131.34,23.07,23.5,337.35
2014,Zaid,Region_South,Soybean,32.79,371.98,82.63,Silt,52.39,191.17,143.95,52.43,17.36,448.94
2024,Kharif,Region_Central,Rice,27.34,655.73,97.82,Sandy,36.98,534.23,178.07,31.24,73.89,2543.63
2021,Zaid,Region_Central,Wheat,35.72,799.23,51.66,Silt,39.11,291.87,96.28,71.41,35.35,479.25
2013,Rabi,Region_South,Rice,26.54,923.34,50.67,Clay,26.46,270.16,127.09,0.0,12.28,1621.78
2024,Kharif,Region_Central,Soybean,26.35,798.92,46.39,Loam,57.26,303.81,115.23,31.08,60.77,131.8
2020,Kharif,Region_South,Soybean,33.6,852.52,58.49,Clay,64.23,437.24,215.93,47.23,53.47,109.9
2025,Kharif,Region_North,Maize,35.04,812.13,84.21,Loam,46.59,303.76,39.11,28.61,47.52,1362.37
2016,Zaid,Region_North,Wheat,26.39,343.78,89.74,Sandy,15.46,345.83,113.58,70.65,26.83,1267.21
2015,Rabi,Region_North,Rice,23.95,972.54,38.82,Sandy,50.1,452.65,119.3,46.8,31.93,1493.31
2023,Kharif,Region_South,Maize,29.67,1043.39,51.92,Sandy,64.82,139.64,115.56,29.11,81.45,1398.57
2011,Kharif,Region_South,Soybean,29.97,1202.8,49.12,Clay,23.22,174.34,62.21,47.53,47.7,128.95
2021,Kharif,Region_West,Soybean,25.24,1354.12,56.98,Silt,52.69,316.27,45.83,14.18,29.43,246.68
2020,Kharif,Region_Central,Maize,20.87,923.25,66.66,Silt,37.18,193.83,58.36,53.03,54.87,1253.1
2020,Rabi,Region_Central,Rice,19.22,1223.45,64.04,Clay,58.66,265.19,154.5,69.13,56.87,2232.33
2022,Zaid,Region_West,Soybean,27.52,805.43,77.71,Silt,22.63,134.58,119.32,39.67,76.27,95.15
2014,Rabi,Region_West,Soybean,24.77,364.87,41.1,Clay,33.49,170.58,49.63,42.51,41.31,691.45
2016,Kharif,Region_North,Wheat,31.85,1088.33,62.19,Silt,16.48,466.56,177.27,20.04,54.65,182.62
2020,Rabi,Region_West,Maize,24.56,1021.86,90.5,Loam,45.09,244.97,198.53,27.43,50.63,1795.88
2016,Kharif,Region_South,Soybean,23.02,800.19,91.07,Sandy,48.3,231.19,132.05,63.65,25.71,111.92
2025,Zaid,Region_East,Rice,26.4,781.32,94.97,Silt,45.16,175.94,137.08,40.25,12.68,1667.96
2024,Zaid,Region_South,Wheat,28.92,943.4,75.9,Clay,32.26,167.19,123.56,87.19,52.43,354.89
2014,Zaid,Region_West,Maize,32.12,698.73,60.17,Loam,33.41,144.38,94.92,54.07,53.85,2441.56
2021,Kharif,Region_Central,Rice,28.32,932.68,72.62,Silt,35.09,106.33,46.79,19.72,0.0,1213.65
2024,Rabi,Region_South,Soybean,24.55,523.34,100.0,Silt,53.28,194.43,76.7,88.6,50.6,279.07
2018,Zaid,Region_Central,Maize,36.88,557.05,62.04,Clay,18.21,282.65,117.83,13.82,38.42,2399.39
2013,Kharif,Region_South,Maize,25.0,403.82,97.49,Loam,34.89,396.1,143.02,34.71,48.71,3009.04
2020,Kharif,Region_Central,Rice,25.19,1473.22,33.45,Sandy,17.92,287.33,110.72,45.87,30.37,1040.3
2012,Rabi,Region_South,Maize,23.68,821.92,78.58,Clay,33.86,148.87,116.2,48.67,69.09,1837.7
2024,Zaid,Region_Central,Rice,31.59,1162.48,79.71,Silt,39.79,218.8,121.76,30.02,60.6,1987.5
2013,Kharif,Region_East,Soybean,33.72,470.97,75.6,Sandy,71.51,209.73,124.24,42.61,12.22,314.42
2014,Rabi,Region_North,Wheat,23.04,745.49,76.59,Silt,29.98,200.83,96.53,69.07,20.41,1289.18
2022,Zaid,Region_South,Rice,40.7,965.45,77.85,Clay,55.41,243.19,136.52,69.35,41.21,1846.92
2015,Rabi,Region_East,Wheat,15.06,1241.38,78.55,Loam,14.34,433.44,75.51,78.87,27.62,312.27
2012,Rabi,Region_North,Maize,27.2,619.25,65.04,Sandy,40.6,401.07,132.26,25.02,61.63,2128.19
2011,Kharif,Region_South,Rice,31.0,679.24,65.93,Clay,40.56,539.51,59.27,48.27,19.75,1616.45
2023,Kharif,Region_East,Soybean,22.98,562.41,49.59,Clay,51.18,166.03,72.24,51.48,61.45,380.32
2022,Kharif,Region_East,Rice,19.66,763.82,80.99,Sandy,31.81,132.48,91.3,5.87,0.0,1273.98
2013,Rabi,Region_East,Rice,17.37,494.05,89.53,Loam,28.23,244.62,127.78,36.19,31.9,1455.56
2025,Kharif,Region_West,Rice,36.05,368.98,96.17,Silt,8.8,474.96,129.43,53.44,67.77,1483.33
2014,Rabi,Region_Central,Wheat,28.48,877.6,57.68,Sandy,44.97,0.0,85.97,39.33,38.85,1766.13
2013,Rabi,Region_North,Wheat,22.36,1001.18,44.14,Clay,30.37,317.09,63.25,28.61,40.56,303.16
2023,Kharif,Region_Central,Maize,28.19,458.29,75.64,Sandy,55.38,249.22,168.24,49.78,55.56,3229.06
2020,Zaid,Region_Central,Maize,27.72,597.65,52.67,Sandy,47.68,393.53,122.67,66.52,50.55,2155.5
2022,Zaid,Region_Central,Maize,31.06,770.02,78.58,Loam,57.78,363.04,114.51,46.15,37.76,2018.46
2024,Zaid,Region_East,Maize,29.63,1312.03,36.92,Loam,26.9,392.87,134.56,0.0,66.37,583.13
2021,Rabi,Region_Central,Rice,31.55,0.0,86.31,Silt,43.07,373.52,81.84,66.14,42.58,621.84
2012,Rabi,Region_West,Wheat,16.82,933.49,72.3,Sandy,42.85,720.33,162.84,16.47,50.85,357.5
2017,Rabi,Region_South,Wheat,24.96,1003.78,41.18,Loam,32.56,567.64,143.04,18.42,58.9,531.05
2025,Kharif,Region_East,Wheat,38.79,586.36,74.56,Loam,58.46,423.81,108.67,47.08,0.0,781.33
2019,Rabi,Region_North,Wheat,26.87,695.23,71.42,Clay,51.72,227.22,117.51,47.35,25.61,1708.82
2013,Kharif,Region_South,Maize,24.38,899.9,77.84,Loam,70.46,243.64,110.41,28.86,28.21,1787.43
2023,Kharif,Region_South,Rice,22.29,791.11,82.03,Sandy,50.42,472.37,173.33,56.58,53.18,2666.62
2011,Zaid,Region_South,Wheat,33.37,1309.72,33.76,Sandy,68.03,478.18,137.25,41.44,74.87,200.44
2011,Zaid,Region_Central,Soybean,32.75,830.79,62.93,Clay,67.69,172.38,141.7,10.88,2.68,90.89
2010,Zaid,Region_Central,Rice,38.16,1058.37,68.66,Clay,32.63,0.14,122.77,21.54,31.68,1873.11
2022,Kharif,Region_East,Soybean,32.74,935.08,65.57,Clay,17.96,25.21,119.99,35.56,61.88,109.24
2013,Kharif,Region_Central,Rice,27.58,1008.24,64.73,Sandy,65.3,475.9,195.16,42.28,5.2,1936.31
2019,Kharif,Region_Central,Rice,27.24,566.78,85.82,Sandy,50.41,504.05,105.49,30.59,47.67,1955.14
2018,Rabi,Region_Central,Rice,16.47,860.36,44.03,Silt,47.82,302.6,128.77,4.46,49.11,2323.66
2023,Kharif,Region_East,Soybean,30.65,780.33,65.63,Loam,33.27,348.58,202.45,27.29,50.75,137.51
2020,Zaid,Region_East,Wheat,24.98,585.13,66.82,Clay,45.96,567.35,173.08,54.5,17.52,334.85
2016,Zaid,Region_West,Wheat,36.55,1077.51,68.36,Loam,55.26,602.11,135.17,42.58,39.19,367.56
2024,Kharif,Region_West,Soybean,32.95,195.38,55.34,Loam,49.88,401.95,59.61,59.77,15.96,1116.97
2021,Kharif,Region_West,Wheat,32.79,1204.09,100.0,Silt,30.79,296.75,206.75,56.93,62.15,107.43
2019,Zaid,Region_West,Maize,25.39,134.37,84.68,Sandy,63.14,235.15,110.38,6.6,18.72,1128.67
2016,Kharif,Region_South,Wheat,29.25,753.88,100.0,Loam,41.87,257.78,123.36,27.96,40.75,730.24
2022,Zaid,Region_South,Maize,30.05,1082.35,79.6,Clay,50.19,183.81,161.27,54.99,81.82,2043.48
2024,Rabi,Region_West,Maize,23.51,443.49,81.43,Clay,52.61,397.76,111.76,51.17,62.55,2385.16
2016,Zaid,Region_West,Maize,34.64,927.12,69.93,Sandy,71.98,280.29,128.51,51.06,4.63,1377.76
2024,Rabi,Region_North,Soybean,20.43,894.69,93.45,Sandy,46.22,177.06,122.58,61.13,33.92,75.86
2017,Kharif,Region_South,Wheat,27.62,897.99,78.48,Sandy,39.22,469.38,105.46,66.66,41.32,282.52
2010,Kharif,Region_North,Wheat,33.4,695.39,67.14,Clay,68.71,382.94,134.05,6.33,36.2,394.6
2019,Rabi,Region_North,Soybean,17.35,660.41,97.7,Sandy,56.62,338.65,94.64,32.78,47.77,66.39
2022,Kharif,Region_Central,Soybean,26.27,328.96,50.46,Silt,44.59,275.9,74.54,54.13,52.31,596.48
2019,Rabi,Region_East,Wheat,23.03,768.81,59.02,Silt,43.65,368.57,141.63,56.81,76.67,529.57
2017,Kharif,Region_South,Soybean,34.5,1075.25,100.0,Clay,10.6,247.75,170.07,75.97,30.66,70.56
2013,Zaid,Region_West,Soybean,27.16,663.17,80.06,Silt,38.69,715.37,90.3,70.9,54.87,102.03
2013,Kharif,Region_West,Maize,38.95,678.13,30.5,Loam,18.96,642.39,98.93,64.02,36.36,960.01
2013,Zaid,Region_East,Soybean,25.25,1276.9,85.28,Sandy,0.0,177.41,120.19,31.63,71.37,45.96
2015,Zaid,Region_South,Maize,39.75,750.95,54.65,Silt,31.06,261.04,120.24,58.17,47.82,2480.89
2016,Rabi,Region_West,Rice,29.0,905.65,61.39,Sandy,19.28,165.2,41.11,80.83,40.81,491.89
2015,Kharif,Region_West,Maize,22.85,960.72,100.0,Silt,34.67,18.65,103.04,71.22,34.77,1994.3
2010,Rabi,Region_Central,Maize,14.84,750.75,94.83,Sandy,44.62,556.02,191.81,48.76,22.6,1153.76
2021,Kharif,Region_North,Soybean,33.6,1004.38,99.97,Clay,47.64,277.54,175.9,70.19,57.33,95.03
2017,Zaid,Region_West,Wheat,30.11,1096.82,60.89,Loam,38.36,135.87,188.17,45.74,23.58,248.26
2022,Zaid,Region_South,Rice,26.97,1071.07,65.63,Sandy,20.67,40.06,144.7,45.97,2.68,1637.03
2019,Kharif,Region_East,Rice,39.06,1104.61,73.28,Loam,38.18,333.43,98.72,36.83,20.79,2482.7
2024,Kharif,Region_Central,Rice,24.03,175.19,83.03,Sandy,24.01,353.75,130.26,13.61,43.06,1095.36
2020,Rabi,Region_South,Wheat,19.37,448.42,64.87,Clay,61.05,361.73,143.94,60.44,15.57,1874.83
2022,Kharif,Region_Central,Rice,26.96,645.66,98.18,Loam,37.79,460.54,106.83,39.37,23.9,2590.33
2016,Kharif,Region_North,Rice,16.0,561.21,77.37,Silt,22.91,434.45,51.02,44.29,2.18,1201.63
2015,Kharif,Region_West,Wheat,30.46,583.97,92.36,Loam,24.23,106.89,156.22,51.62,23.45,1125.04
2015,Rabi,Region_South,Rice,18.44,1066.87,58.3,Sandy,40.1,136.72,102.06,29.84,74.24,1489.69
2014,Kharif,Region_East,Soybean,34.05,832.07,63.72,Loam,40.87,446.2,145.06,59.04,27.34,128.33
2015,Zaid,Region_North,Soybean,36.71,758.94,73.69,Clay,37.1,207.33,56.76,38.47,37.84,168.61
2021,Rabi,Region_North,Maize,24.16,732.33,63.11,Loam,54.91,80.04,94.33,39.27,84.83,2438.2
2018,Rabi,Region_Central,Maize,24.22,679.96,85.72,Loam,25.58,93.95,135.52,0.0,46.62,2370.93
2019,Zaid,Region_North,Maize,32.82,727.42,86.01,Loam,55.05,440.54,145.24,44.5,45.84,2676.49
2018,Zaid,Region_South,Soybean,28.5,1216.28,66.41,Silt,38.59,437.91,149.94,22.81,20.91,116.11
2024,Zaid,Region_Central,Soybean,28.93,270.73,79.87,Loam,52.94,319.23,117.25,34.31,44.53,537.76
2019,Kharif,Region_North,Soybean,36.62,1182.33,100.0,Sandy,30.62,158.59,127.71,26.04,74.64,78.87
2017,Zaid,Region_East,Maize,35.68,1488.1,85.67,Sandy,51.67,290.56,135.59,27.32,15.83,477.49
2019,Kharif,Region_South,Maize,31.03,1180.05,79.78,Loam,27.9,276.05,132.79,36.96,36.29,852.17
2018,Rabi,Region_East,Maize,26.0,503.02,89.43,Loam,64.71,233.93,142.85,51.24,16.52,2592.0
2022,Rabi,Region_East,Maize,22.69,654.04,95.21,Silt,38.8,402.59,73.95,71.38,72.33,1389.62
2019,Zaid,Region_Central,Maize,32.92,1109.99,92.77,Clay,33.54,228.0,194.53,44.6,16.4,1285.65
2017,Kharif,Region_West,Maize,32.97,725.4,68.92,Sandy,22.39,381.03,112.63,32.28,25.93,1825.43
2017,Zaid,Region_Central,Soybean,21.63,648.2,83.53,Silt,42.53,350.08,116.2,35.05,16.81,96.98
